fecha,bar,cierre,dentro_banda_95,sigma_emitida,error_vol_%,cobertura_rodante_90d,error_vol_medio_90d,error_vol_abs_90d,regimen_actual,regimen_cambio,ks_drift_pvalue,banda_lo_95,banda_hi_95,sigma_hoy,banda_lo_95_hoy,banda_hi_95_hoy,mz_b,train_window,sigma_har_crudo,piso_activo,b_d,riesgo_nivel,riesgo_capas,riesgo_shock,model_version,fuente
2026-09-22 08:00:00,4h,85965.4,,,,93.6,15.7,65.1,estable(198d),False,0.9217,83550.37,87563.94,0.007923,84345.94,87616.28,1.0,736,0.007267,True,0.2759,ninguno,0,0.91,HAR-RV-4.1-4h,Kraken (4h)
2026-09-22 12:00:00,4h,86403.0,1.0,0.007923,10.7,93.8,15.6,63.9,estable(199d),False,0.8308,84345.94,87616.28,0.007847,84876.82,88001.71,1.0,737,0.007691,True,0.2759,ninguno,0,1.11,HAR-RV-4.1-4h,Kraken (4h)
2026-09-22 16:00:00,4h,86212.9,1.0,0.007847,-46.8,93.9,14.3,63.6,estable(200d),False,0.617,84876.82,88001.71,0.007944,84582.76,87811.72,1.0,738,0.006093,True,0.2756,ninguno,0,0.53,HAR-RV-4.1-4h,Kraken (4h)
2026-09-23 00:00:00,4h,86701.0,,,,93.9,14.3,63.6,estable(202d),False,0.3996,84582.76,87811.72,0.007119,85153.02,88148.9,1.0,740,0.006134,True,0.2762,alto,1,0.79,HAR-RV-4.1-4h,Kraken (4h)
2026-09-23 08:00:00,4h,85640.0,,,,93.9,14.3,63.6,estable(204d),False,0.1347,85153.02,88148.9,0.00718,84419.94,87142.2,1.0,742,0.006085,True,0.2758,alto,1,0.8,HAR-RV-4.1-4h,Kraken (4h)
2026-09-23 12:00:00,4h,83996.0,0.0,0.00718,106.0,92.0,16.1,64.4,estable(205d),False,0.1365,84419.94,87142.2,0.009469,82155.33,85938.44,1.0,743,0.009469,False,0.2751,alto,1,2.06,HAR-RV-4.1-4h,Kraken (4h)
2026-09-23 16:00:00,4h,84500.0,1.0,0.009469,-20.4,92.2,15.4,63.6,estable(206d),False,0.1389,82155.33,85938.44,0.007845,83187.69,86115.86,1.0,744,0.007801,True,0.2744,alto,1,0.8,HAR-RV-4.1-4h,Kraken (4h)
2026-09-24 00:00:00,4h,83923.3,,,,92.2,15.4,63.6,estable(208d),False,0.0813,83187.69,86115.86,0.007326,82495.23,85221.14,1.0,746,0.006687,True,0.2744,alto,1,0.72,HAR-RV-4.1-4h,Kraken (4h)
2026-09-24 08:00:00,4h,83461.7,,,,92.2,15.4,63.6,estable(210d),False,0.083,82495.23,85221.14,0.008559,81676.57,84981.03,1.0,748,0.008559,False,0.274,alto,1,1.48,HAR-RV-4.1-4h,Kraken (4h)
2026-09-24 12:00:00,4h,84395.8,1.0,0.008559,33.4,92.3,15.7,63.0,estable(211d),False,0.0836,81676.57,84981.03,0.008547,82775.41,85923.2,1.0,749,0.008547,False,0.2749,alto,1,1.33,HAR-RV-4.1-4h,Kraken (4h)
2026-09-24 16:00:00,4h,84389.2,1.0,0.008547,-13.9,92.5,15.2,62.1,estable(212d),False,0.0856,82775.41,85923.2,0.007979,82981.38,85854.33,1.0,750,0.00777,True,0.2746,alto,1,0.86,HAR-RV-4.1-4h,Kraken (4h)
2026-09-25 00:00:00,4h,84211.2,,,,92.5,15.2,62.1,estable(214d),False,0.0862,82981.38,85854.33,0.007487,82749.38,85612.34,1.0,752,0.007177,True,0.2748,alto,1,0.77,HAR-RV-4.1-4h,Kraken (4h)
2026-09-25 08:00:00,4h,84574.5,,,,92.5,15.2,62.1,estable(216d),False,0.0878,82749.38,85612.34,0.007056,82936.93,85878.88,1.0,754,0.007056,False,0.2746,alto,1,1.24,HAR-RV-4.1-4h,Kraken (4h)
2026-09-25 12:00:00,4h,83777.5,1.0,0.007056,54.3,92.6,15.9,61.9,estable(217d),False,0.0887,82936.93,85878.88,0.00795,82123.21,85401.25,1.0,755,0.00795,False,0.2748,alto,1,1.54,HAR-RV-4.1-4h,Kraken (4h)
