,close,high,low
2025-07-14,119855.0,123140.0,118961.2
2025-07-15,117741.0,119900.0,115712.2
2025-07-16,118712.6,120049.5,117094.0
2025-07-17,119321.0,120999.6,117527.0
2025-07-18,118011.9,120833.7,116929.6
2025-07-19,117909.1,118550.0,117382.5
2025-07-20,117319.1,118867.0,116600.0
2025-07-21,117461.0,119630.4,116623.7
2025-07-22,119977.5,120237.5,116260.0
2025-07-23,118735.3,120100.0,117411.0
2025-07-24,118386.9,119489.8,117316.0
2025-07-25,117628.1,118452.0,114733.1
2025-07-26,117937.5,118276.6,117197.6
2025-07-27,119455.0,119793.4,117863.8
2025-07-28,117979.7,119779.9,117425.9
2025-07-29,117923.0,119200.0,117000.0
2025-07-30,117820.7,118749.4,115800.0
2025-07-31,115762.3,118918.9,115500.0
2025-08-01,113290.2,116000.0,112688.1
2025-08-02,112525.2,114008.2,112000.0
2025-08-03,114224.1,114742.9,111897.1
2025-08-04,115092.1,115700.0,114137.1
2025-08-05,114115.0,115092.1,112629.7
2025-08-06,115010.0,115713.6,113400.0
2025-08-07,117498.1,117643.3,114280.0
2025-08-08,116676.0,117663.0,115946.0
2025-08-09,116467.4,117869.4,116282.1
2025-08-10,119288.4,119288.4,116467.3
2025-08-11,118724.5,122273.5,118100.0
2025-08-12,120172.0,120303.2,118255.0
2025-08-13,123354.3,123724.7,118918.3
2025-08-14,118383.1,124420.0,117250.0
2025-08-15,117426.7,119312.7,116560.9
2025-08-16,117487.5,117947.4,117284.0
2025-08-17,117441.3,118550.2,117295.3
2025-08-18,116260.0,117593.3,114715.9
2025-08-19,112830.3,116766.0,112750.0
2025-08-20,114262.7,114612.1,112400.0
2025-08-21,112462.5,114738.6,112036.0
2025-08-22,116817.9,117354.0,111676.0
2025-08-23,115344.1,116975.0,114551.1
2025-08-24,113456.1,115530.9,110692.2
2025-08-25,110144.9,113619.8,109304.8
2025-08-26,111829.3,112395.6,108734.6
2025-08-27,111268.6,112603.4,110434.3
2025-08-28,112563.7,113457.9,110902.6
2025-08-29,108400.1,112570.0,107505.0
2025-08-30,108750.0,108926.8,107352.6
2025-08-31,108250.0,109490.8,108113.5
2025-09-01,109263.5,109813.2,107255.0
2025-09-02,111196.9,111737.8,108457.0
2025-09-03,111771.1,112537.6,110600.0
2025-09-04,110744.3,112193.7,109369.8
2025-09-05,110647.8,113372.1,110231.4
2025-09-06,110254.9,111243.0,110036.7
2025-09-07,111152.8,111526.8,110239.0
2025-09-08,112050.1,112864.4,110667.7
2025-09-09,111541.0,113200.0,110815.3
2025-09-10,113952.8,114300.0,110934.0
2025-09-11,115500.0,115500.0,113400.0
2025-09-12,116111.7,116743.3,114813.3
2025-09-13,115949.1,116350.8,115251.1
2025-09-14,115390.6,116149.9,115238.9
2025-09-15,115374.9,116700.0,114158.2
2025-09-16,116764.2,116961.3,114800.0
2025-09-17,116469.0,117291.9,114799.9
2025-09-18,117135.7,117920.0,116201.1
2025-09-19,115677.2,117441.2,115180.4
2025-09-20,115739.1,116176.8,115511.0
2025-09-21,115298.9,115874.6,115259.4
2025-09-22,112747.8,115410.0,111730.3
2025-09-23,112001.5,113318.9,111557.0
2025-09-24,113300.0,113954.3,111111.0
2025-09-25,109049.8,113500.0,108680.5
2025-09-26,109706.3,110354.8,108677.5
2025-09-27,109720.5,109760.5,109177.6
2025-09-28,112127.8,112367.8,109225.4
2025-09-29,114365.2,114413.4,111628.0
2025-09-30,113995.0,114798.0,112764.3
2025-10-01,118599.9,118708.6,113971.1
2025-10-02,120649.9,121008.9,118344.4
2025-10-03,122259.5,123930.9,119350.0
2025-10-04,122426.4,122843.7,121620.0
2025-10-05,123542.1,125670.0,122250.0
2025-10-06,124766.5,126198.1,123144.1
2025-10-07,121419.8,125207.2,120694.6
2025-10-08,123329.7,124150.0,121104.2
2025-10-09,121699.0,123750.9,119750.0
2025-10-10,113000.1,122498.0,100000.0
2025-10-11,110775.1,113423.0,109760.0
2025-10-12,115125.3,115780.0,109694.9
2025-10-13,115165.5,115977.7,113705.8
2025-10-14,113106.2,115457.2,110000.0
2025-10-15,110781.9,113600.0,110252.0
2025-10-16,108182.3,111950.0,107483.0
2025-10-17,106451.0,109245.0,103583.2
2025-10-18,107199.0,107492.6,106365.2
2025-10-19,108669.8,109444.0,106125.2
2025-10-20,110574.4,111700.1,107466.8
2025-10-21,108406.1,114000.0,107500.0
2025-10-22,107644.1,109156.4,106717.0
2025-10-23,110080.0,111296.0,107556.3
2025-10-24,111000.0,112400.0,109757.8
2025-10-25,111645.2,111925.9,110700.0
2025-10-26,114509.9,115400.0,111274.3
2025-10-27,114153.0,116309.8,113801.4
2025-10-28,112918.0,116023.4,112278.2
2025-10-29,110104.2,113601.0,109251.0
2025-10-30,108302.7,111561.5,106280.5
2025-10-31,109552.7,111000.0,108302.6
2025-11-01,110018.0,110421.0,109370.0
2025-11-02,110589.6,111058.9,109428.7
2025-11-03,106538.3,110699.6,105200.2
2025-11-04,101537.3,107258.7,98900.0
2025-11-05,103900.0,104499.9,98943.9
2025-11-06,101290.1,104115.9,100266.0
2025-11-07,103279.9,103995.0,99222.0
2025-11-08,102282.1,103320.0,101489.9
2025-11-09,104729.8,105431.9,101430.0
2025-11-10,105973.3,106593.5,104300.0
2025-11-11,103011.5,107400.0,102469.8
2025-11-12,101666.6,105274.0,100796.0
2025-11-13,99680.1,103999.0,98000.0
2025-11-14,94517.3,99806.9,94000.0
2025-11-15,95537.9,96700.0,94478.5
2025-11-16,94190.1,96498.8,92890.6
2025-11-17,92101.3,95888.0,91150.0
2025-11-18,92966.1,93747.3,89251.9
2025-11-19,91427.7,92966.1,88547.0
2025-11-20,86503.0,93003.7,86000.0
2025-11-21,85069.4,87331.7,80595.2
2025-11-22,84679.9,85555.0,83432.8
2025-11-23,86777.4,88061.8,84679.8
2025-11-24,88275.0,89200.0,85250.0
2025-11-25,87326.3,88432.1,86100.0
2025-11-26,90535.7,90600.0,86299.5
2025-11-27,91281.4,91878.9,90088.8
2025-11-28,90912.7,93050.0,90250.0
2025-11-29,90833.6,91179.5,90247.4
2025-11-30,90373.9,91928.1,90351.0
2025-12-01,86300.0,90378.7,83870.8
2025-12-02,91313.5,92308.4,86203.8
2025-12-03,93457.9,94051.6,91033.4
2025-12-04,92142.6,94000.0,90924.8
2025-12-05,89332.4,92679.3,88095.2
2025-12-06,89240.1,90274.4,88999.9
2025-12-07,90435.1,91713.7,87777.0
2025-12-08,90650.1,92269.6,89615.8
2025-12-09,92702.2,94583.7,89545.1
2025-12-10,92019.8,94489.0,91599.0
2025-12-11,92541.0,93561.8,89281.4
2025-12-12,90277.2,92751.0,89500.0
2025-12-13,90254.1,90629.9,89797.1
2025-12-14,88163.0,90467.7,87582.5
2025-12-15,86434.3,90038.8,85151.5
2025-12-16,87840.7,88121.3,85263.6
2025-12-17,86207.8,90318.3,85282.2
2025-12-18,85462.5,89437.1,84421.4
2025-12-19,88105.2,89335.0,85077.0
2025-12-20,88338.1,88513.3,87800.0
2025-12-21,88622.2,89013.9,87601.8
2025-12-22,88544.2,90552.6,87863.6
2025-12-23,87416.4,88888.8,86553.3
2025-12-24,87613.7,87973.3,86271.4
2025-12-25,87198.0,88547.9,86944.9
2025-12-26,87303.6,89484.6,86611.7
2025-12-27,87802.6,87913.3,87177.5
2025-12-28,87853.3,87998.9,87364.3
2025-12-29,87135.1,90298.9,86700.0
2025-12-30,88401.9,89298.0,86736.5
2025-12-31,87500.1,89067.4,87101.5
2026-01-01,88731.8,88779.3,87400.0
2026-01-02,89934.0,90900.0,88273.3
2026-01-03,90590.1,90677.5,89300.0
2026-01-04,91507.0,91768.3,90590.0
2026-01-05,93866.9,94783.9,91489.5
2026-01-06,93711.8,94401.8,91230.8
2026-01-07,91273.3,93712.5,90591.9
2026-01-08,91029.1,91584.7,89225.0
2026-01-09,90513.2,91955.9,89603.4
2026-01-10,90375.2,90699.7,90285.2
2026-01-11,90849.8,91132.3,90100.0
2026-01-12,91190.9,92364.1,89995.2
2026-01-13,95358.1,96476.1,90938.2
2026-01-14,96933.3,97899.7,94509.0
2026-01-15,95559.4,97151.1,95101.0
2026-01-16,95510.9,95800.0,94260.4
2026-01-17,95089.9,95600.0,95002.6
2026-01-18,93632.6,95480.8,93554.6
2026-01-19,92546.5,93626.8,91866.0
2026-01-20,88309.9,92805.9,87784.4
2026-01-21,89372.9,91111.7,87200.0
2026-01-22,89454.2,90261.7,88422.6
2026-01-23,89495.0,91099.5,88470.9
2026-01-24,89079.6,89786.3,89038.1
2026-01-25,86572.3,89177.0,86007.0
2026-01-26,88247.4,88747.4,86430.5
2026-01-27,89124.1,89436.2,87206.2
2026-01-28,89159.6,90438.3,88719.2
2026-01-29,84515.1,89202.7,83220.3
2026-01-30,84124.7,84596.4,81000.1
2026-01-31,78648.4,84124.7,75600.0
2026-02-01,76882.2,79315.2,75665.8
2026-02-02,78669.2,79250.0,74543.0
2026-02-03,75662.0,79120.2,72865.2
2026-02-04,73013.6,76866.2,71722.0
2026-02-05,62858.1,73156.8,62308.2
2026-02-06,70527.4,71695.7,60500.0
2026-02-07,69268.8,71631.2,67343.8
2026-02-08,70305.0,72256.1,68855.4
2026-02-09,70087.2,71369.9,68242.5
2026-02-10,68785.5,70468.6,67875.1
2026-02-11,67052.3,69228.6,65727.7
2026-02-12,66203.8,68353.3,65072.2
2026-02-13,68837.0,69437.4,65825.8
2026-02-14,69758.4,70540.0,68709.7
2026-02-15,68780.0,70935.2,68049.8
2026-02-16,68860.0,70073.2,67271.1
2026-02-17,67475.4,69191.0,66592.4
2026-02-18,66425.7,68418.9,65838.5
2026-02-19,66955.3,67296.2,65620.1
2026-02-20,67998.2,68266.3,66450.0
2026-02-21,67966.6,68678.8,67538.0
2026-02-22,67612.1,68214.5,67180.0
2026-02-23,64624.1,67653.3,63888.0
2026-02-24,64061.9,64971.0,62500.0
2026-02-25,67978.6,70000.0,63921.3
2026-02-26,67461.5,68855.4,66513.0
2026-02-27,65869.7,68202.3,64925.0
2026-02-28,66985.6,67725.2,63030.0
2026-03-01,65748.8,68181.2,65056.4
2026-03-02,68808.4,70100.0,65269.2
2026-03-03,68336.7,69236.5,66164.3
2026-03-04,72684.8,74062.1,67419.7
2026-03-05,70877.4,73585.9,70612.7
2026-03-06,68128.0,71386.4,67748.0
2026-03-07,67270.1,68541.5,66962.1
2026-03-08,65978.7,68177.4,65646.2
2026-03-09,68446.9,69513.0,65839.6
2026-03-10,69955.4,71781.1,68399.9
2026-03-11,70200.4,71345.2,68971.6
2026-03-12,70520.8,70787.1,69228.2
2026-03-13,70953.0,73928.5,70200.0
2026-03-14,71210.6,71300.0,70293.9
2026-03-15,72835.7,73200.0,70885.7
2026-03-16,74887.7,74901.3,72304.0
2026-03-17,73929.9,75998.1,73455.9
2026-03-18,71270.9,74682.3,70500.0
2026-03-19,69911.9,71623.9,68782.0
2026-03-20,70515.6,71340.6,69400.0
2026-03-21,68907.7,71071.7,68538.3
2026-03-22,67857.1,69569.5,67343.1
2026-03-23,70887.2,71816.6,67443.2
2026-03-24,70515.6,71369.0,68902.0
2026-03-25,71309.6,71985.0,70374.0
2026-03-26,68780.4,71406.2,68115.8
2026-03-27,66358.3,69112.0,65519.7
2026-03-28,66321.7,67237.8,65889.0
2026-03-29,65950.3,67066.2,64960.0
2026-03-30,66725.0,68105.1,65733.2
2026-03-31,68219.7,68500.0,65939.0
2026-04-01,68098.5,69250.0,67546.2
2026-04-02,66880.8,68632.7,65688.2
2026-04-03,66933.0,67369.0,66288.0
2026-04-04,67283.8,67534.0,66790.0
2026-04-05,68983.7,69098.9,66618.0
2026-04-06,68861.4,70463.7,68350.0
2026-04-07,71925.0,72728.0,67734.9
2026-04-08,71109.0,72850.0,70703.0
2026-04-09,71803.5,73130.5,70465.1
2026-04-10,72973.8,73455.0,71429.8
2026-04-11,73060.6,73800.0,72578.8
2026-04-12,70754.1,73150.0,70517.7
2026-04-13,74441.7,74966.2,70595.6
2026-04-14,74171.4,76088.3,73858.9
2026-04-15,74810.1,75438.8,73558.1
2026-04-16,75162.9,75500.0,73310.6
2026-04-17,77117.4,78343.6,74569.8
2026-04-18,75728.8,77432.1,75500.0
2026-04-19,73827.6,76274.6,73809.7
2026-04-20,75848.3,76588.0,73637.3
2026-04-21,76351.9,77169.6,74850.0
2026-04-22,78204.0,79490.7,76151.3
2026-04-23,78283.6,78690.1,76984.3
2026-04-24,77455.0,78580.7,77282.6
2026-04-25,77648.5,77876.3,77145.3
2026-04-26,78653.8,78964.8,77356.2
2026-04-27,77374.7,79481.2,76480.4
2026-04-28,76331.9,77799.0,75652.1
2026-04-29,75750.3,77888.0,74940.0
2026-04-30,76313.0,76634.1,75290.9
2026-05-01,78235.3,78900.0,76284.2
2026-05-02,78660.0,79140.0,78045.0
2026-05-03,78547.4,79400.0,78078.7
2026-05-04,79843.7,80770.7,78209.2
2026-05-05,80900.8,81765.8,79808.0
2026-05-06,81438.0,82790.9,80728.1
2026-05-07,80011.5,81705.0,79368.7
2026-05-08,80196.9,80465.8,79168.1
2026-05-09,80670.1,81050.0,80124.0
2026-05-10,82171.8,82436.6,80301.0
2026-05-11,81730.5,82345.1,80421.5
2026-05-12,80492.3,81760.4,79844.4
2026-05-13,79292.1,81277.0,78720.9
2026-05-14,81070.1,82017.4,78901.6
2026-05-15,79062.5,81646.5,78620.0
2026-05-16,78122.8,79175.0,77624.4
2026-05-17,77410.0,78579.1,76642.3
2026-05-18,76946.5,77745.5,76020.8
2026-05-19,76756.3,77336.2,76093.6
2026-05-20,77479.4,77750.0,76459.6
2026-05-21,77549.7,78100.0,76652.5
2026-05-22,75456.5,77809.9,75288.0
2026-05-23,76670.1,77308.2,74209.4
2026-05-24,76984.9,77421.2,76020.5
2026-05-25,77265.9,77809.9,76833.8
2026-05-26,75824.0,77989.3,75555.3
2026-05-27,74337.1,76041.7,74121.0
2026-05-28,73515.7,74467.1,72470.0
2026-05-29,73370.7,74200.0,72362.8
2026-05-30,73753.7,74004.4,73131.0
2026-05-31,73570.0,74161.0,73272.9
2026-06-01,71317.5,73960.0,70581.5
2026-06-02,66669.7,71315.5,66111.8
2026-06-03,64035.8,67420.0,64000.0
2026-06-04,63814.0,64686.1,61255.9
2026-06-05,61037.9,63905.3,59070.6
2026-06-06,60855.7,61496.2,59493.5
2026-06-07,63307.6,64613.0,60714.4
2026-06-08,63076.4,64189.0,62388.2
2026-06-09,61690.4,63467.9,60740.9
2026-06-10,61464.4,62800.0,60746.8
2026-06-11,63552.3,63845.9,61459.0
2026-06-12,63543.2,64333.0,62765.3
2026-06-13,64404.0,64750.0,63418.5
2026-06-14,65715.1,65750.0,63643.3
2026-06-15,66284.3,67263.5,65321.7
2026-06-16,65609.5,66922.4,65289.8
2026-06-17,64454.8,66370.9,63866.5
2026-06-18,62885.6,64740.9,62187.0
2026-06-19,63486.4,63590.9,62236.1
2026-06-20,64250.1,64336.4,63141.3
2026-06-21,63234.0,64493.6,63214.0
2026-06-22,63953.6,65542.1,63234.0
2026-06-23,62650.3,64200.0,61881.1
2026-06-24,60980.8,63138.7,59001.0
2026-06-25,59707.1,61858.8,58033.0
2026-06-26,60009.2,60666.0,58265.0
2026-06-27,59941.5,60856.3,59763.1
2026-06-28,59489.5,60441.1,58832.8
2026-06-29,60157.3,60687.0,58818.6
2026-06-30,58531.9,60172.5,58100.0
2026-07-01,59959.4,61270.0,57740.0
2026-07-02,61484.4,62137.2,59529.6
2026-07-03,62546.8,62881.7,61173.9
2026-07-04,63085.8,63443.4,62290.9
2026-07-05,63593.0,63925.9,62393.3
2026-07-06,64005.1,64675.0,61271.2
2026-07-07,63304.0,64258.0,62613.3
2026-07-08,62241.1,63706.4,61472.9
2026-07-09,63174.0,63490.3,61650.0
2026-07-10,64126.4,64635.0,62895.1
2026-07-11,63779.5,64442.5,63779.5
2026-07-12,63737.4,64240.9,63600.8
2026-07-13,62253.5,64364.6,61765.0
2026-07-14,64977.2,65056.3,62203.4
2026-07-15,64709.4,65513.8,64433.3
2026-07-16,63789.5,64939.3,63705.1
2026-07-17,63907.0,64334.3,62490.0
2026-07-18,64796.7,64806.8,63844.7
2026-07-19,64678.1,64928.0,64256.0
2026-07-20,65215.7,65757.0,63691.6
2026-07-21,66511.7,66907.3,65115.2
2026-07-22,66072.5,66698.4,65504.5
2026-07-23,65050.1,66275.8,64603.4
2026-07-24,64087.8,65766.9,63657.0
2026-07-25,64312.9,64379.7,63760.0
2026-07-26,65336.6,65500.0,64230.9
2026-07-27,63697.1,65682.6,63550.0
2026-07-28,63859.6,64018.6,62684.4
2026-07-29,63901.0,64643.8,63208.4
2026-07-30,64723.0,65078.5,63536.5
2026-07-31,62822.0,65369.8,62344.0
2026-08-01,62760.0,63091.0,62200.5
2026-08-02,63500.0,63712.1,62740.2
2026-08-03,63461.7,64008.2,62218.4
2026-08-04,64053.7,64464.9,63270.3
2026-08-05,64599.2,64954.6,63823.0
2026-08-06,64259.2,64936.4,64100.9
2026-08-07,64886.1,65322.2,64114.3
2026-08-08,64901.1,65141.9,64800.0
2026-08-09,64860.0,65425.5,64674.2
2026-08-10,63922.1,65328.8,63750.0
2026-08-11,63541.1,64437.6,63137.2
2026-08-12,63412.0,64409.2,63247.4
2026-08-13,63423.3,63929.8,62800.0
2026-08-14,62979.4,63557.7,62490.0
2026-08-15,63024.3,63111.0,62855.8
2026-08-16,62819.1,63310.0,62660.0
2026-08-17,64471.7,64562.3,62683.4
2026-08-18,64677.2,64995.2,63985.7
2026-08-19,69285.0,70001.8,64115.9
2026-08-20,73001.1,73387.0,68850.9
2026-08-21,78327.2,79511.1,73001.1
2026-08-22,77082.6,78800.0,76016.3
2026-08-23,77737.5,78035.3,75568.1
2026-08-24,78966.1,79978.6,76686.2
2026-08-25,78509.4,81200.0,77850.0
2026-08-26,79008.6,79221.6,77628.8
2026-08-27,80265.9,80848.4,78588.2
2026-08-28,77841.8,81461.0,76853.0
2026-08-29,78227.8,78316.0,77379.7
2026-08-30,77681.6,79371.5,77000.0
2026-08-31,78566.1,79252.6,77255.3
2026-09-01,77398.1,79198.3,76398.4
2026-09-02,77305.1,77736.2,76236.9
